repo,commit,parent,commit_date,removed_dep,commit_message,native_replacement_evidence,native_migration_score,lines_of_code_before,lines_of_code_after,avg_complexity_before,avg_complexity_after
carbon-app/carbon,c842f34ef89095b6599593bd09eda68cdcae5faf,299f915c9ba75aa75e209ca7b25059cdcc1b9798,2019-01-24T12:07:09-08:00,react-dnd-html5-backend,remove react-dnd dependencies + use react-dropzone instead (#648),False,0,8071,8081,1.891,1.891
carbon-app/carbon,9d37f9bf999718fa73a7eb340ea0aa4a54d3ee18,64cccc1d90a6f9fd69c18b2bde54ab1d45ae43de,2019-01-09T16:09:34-08:00,react-addons-shallow-compare,"use HOC for popout state, remove react-addons-shallow-compare",False,0,7177,7153,1.9568,1.9565
carbon-app/carbon,f6f0adee6bfb50397925ff8662b8e643eea4aa21,bf761d7d5bf3468244a28903223b7ee0bde52c6f,2018-12-13T13:09:53-08:00,lodash.omit,Add preset feature (#595),False,0,6789,7123,2.0996,1.9923
carbon-app/carbon,d4724343889435cc4e76ac7bb351ea7f27880e99,bc3d5e85a91dea0bba2d8e0469f3af5ec9934acf,2018-12-11T16:50:57-05:00,body-parser,remove,False,0,7087,6789,2.0692,2.0996
carbon-app/carbon,d4724343889435cc4e76ac7bb351ea7f27880e99,bc3d5e85a91dea0bba2d8e0469f3af5ec9934acf,2018-12-11T16:50:57-05:00,compression,remove,False,0,7087,6789,2.0692,2.0996
carbon-app/carbon,d4724343889435cc4e76ac7bb351ea7f27880e99,bc3d5e85a91dea0bba2d8e0469f3af5ec9934acf,2018-12-11T16:50:57-05:00,cors,remove,False,0,7087,6789,2.0692,2.0996
carbon-app/carbon,d4724343889435cc4e76ac7bb351ea7f27880e99,bc3d5e85a91dea0bba2d8e0469f3af5ec9934acf,2018-12-11T16:50:57-05:00,express,remove,False,0,7087,6789,2.0692,2.0996
carbon-app/carbon,d4724343889435cc4e76ac7bb351ea7f27880e99,bc3d5e85a91dea0bba2d8e0469f3af5ec9934acf,2018-12-11T16:50:57-05:00,isomorphic-fetch,remove,False,0,7087,6789,2.0692,2.0996
carbon-app/carbon,d4724343889435cc4e76ac7bb351ea7f27880e99,bc3d5e85a91dea0bba2d8e0469f3af5ec9934acf,2018-12-11T16:50:57-05:00,morgan,remove,False,0,7087,6789,2.0692,2.0996
carbon-app/carbon,d4724343889435cc4e76ac7bb351ea7f27880e99,bc3d5e85a91dea0bba2d8e0469f3af5ec9934acf,2018-12-11T16:50:57-05:00,now-logs,remove,False,0,7087,6789,2.0692,2.0996
carbon-app/carbon,d4724343889435cc4e76ac7bb351ea7f27880e99,bc3d5e85a91dea0bba2d8e0469f3af5ec9934acf,2018-12-11T16:50:57-05:00,puppeteer,remove,False,0,7087,6789,2.0692,2.0996
carbon-app/carbon,d4724343889435cc4e76ac7bb351ea7f27880e99,bc3d5e85a91dea0bba2d8e0469f3af5ec9934acf,2018-12-11T16:50:57-05:00,twit,remove,False,0,7087,6789,2.0692,2.0996
carbon-app/carbon,d4724343889435cc4e76ac7bb351ea7f27880e99,bc3d5e85a91dea0bba2d8e0469f3af5ec9934acf,2018-12-11T16:50:57-05:00,unsplash-js,remove,False,0,7087,6789,2.0692,2.0996
carbon-app/carbon,b1ce565b28b53ae59ededa47db031f5ec41cc278,1067ab3429bb11e2099bc3aec1df5c75732d0cf1,2018-10-01T21:21:59-07:00,prettier,Dependency version bumps (#512),False,0,7215,7215,1.938,1.938
carbon-app/carbon,53e9e38e19a5a4473f797d4eb1f8f322b6ede457,6fc3d2b5e1502e9dab830ffdbbe50ca90a2a9515,2018-08-21T10:14:01-07:00,history,remove \`history\` package,False,0,6818,6818,1.961,1.961
carbon-app/carbon,11c911e6b97b22e235ae0938f9f1d25603dc902c,7f4afc83178e75d5cfb7c759b897b71f6ef04708,2018-06-04T12:18:24-05:00,cross-env,React DnD Dependency upgrades (#387),False,0,6519,6519,1.9441,1.9441
carbon-app/carbon,11c911e6b97b22e235ae0938f9f1d25603dc902c,7f4afc83178e75d5cfb7c759b897b71f6ef04708,2018-06-04T12:18:24-05:00,form-data,React DnD Dependency upgrades (#387),False,0,6519,6519,1.9441,1.9441
carbon-app/carbon,11c911e6b97b22e235ae0938f9f1d25603dc902c,7f4afc83178e75d5cfb7c759b897b71f6ef04708,2018-06-04T12:18:24-05:00,prop-types,React DnD Dependency upgrades (#387),False,0,6519,6519,1.9441,1.9441
carbon-app/carbon,11c911e6b97b22e235ae0938f9f1d25603dc902c,7f4afc83178e75d5cfb7c759b897b71f6ef04708,2018-06-04T12:18:24-05:00,react-spinkit,React DnD Dependency upgrades (#387),False,0,6519,6519,1.9441,1.9441
carbon-app/carbon,d885b63b3aa24bb0944b6f9a58205a0011a13231,3e2624727bf0fe1507d732fa92171429a6a7adce,2018-05-28T14:36:38-07:00,twitter,add alt text support for Twitter images (#372),False,0,6497,6517,1.9406,1.941
carbon-app/carbon,3bbb98a3a24903c4bcd37e5c0d4406cafae973bf,0a59db56c87dc3c8cb89fc61450c45a0172427bd,2018-04-25T18:25:07-07:00,unstated,"Revert ""Refactor state components (#338)"" (#348)",False,0,6540,6449,1.9348,1.9375
carbon-app/carbon,0a59db56c87dc3c8cb89fc61450c45a0172427bd,f44f944d3a3a058e98a8e3eadcaf9a013417b4a3,2018-04-24T21:35:13-07:00,cross-env,Refactor state components (#338),False,0,6449,6540,1.9375,1.9348
carbon-app/carbon,0a59db56c87dc3c8cb89fc61450c45a0172427bd,f44f944d3a3a058e98a8e3eadcaf9a013417b4a3,2018-04-24T21:35:13-07:00,form-data,Refactor state components (#338),False,0,6449,6540,1.9375,1.9348
carbon-app/carbon,0a59db56c87dc3c8cb89fc61450c45a0172427bd,f44f944d3a3a058e98a8e3eadcaf9a013417b4a3,2018-04-24T21:35:13-07:00,react-spinkit,Refactor state components (#338),False,0,6449,6540,1.9375,1.9348
carbon-app/carbon,bdc9211d25196dba9a00244ff23fed7d7b44ed73,b4e5459432ef732ffc3e81f11636818315eec390,2017-10-25T20:53:06-07:00,react-codemirror,"Fix state bugs, fix drag-n-drop bugs, fix url encoding bugs (#126)",False,0,3178,3178,2.375,2.3711
carbon-app/carbon,63f43dcc402e78ba57219ecc843761463dce191f,3abcefb807b9e06f1403dbeec401392030863704,2017-10-23T18:29:54-07:00,react-codemirror2,Save and update query params based on editor state (#111),False,0,3115,3172,2.3956,2.3299
carbon-app/carbon,598ca88b9810d9abbd629fa40fca5beee6f38d29,bcb17ec421857ce0f90b0393408239d11319f324,2017-09-30T15:00:08-07:00,react-codemirror,React-codemirror -> react-codemirror2,False,0,2946,2952,2.4643,2.4706
carbon-app/carbon,05a19ca0e8fbf2cda762f969355f30571c5eeee9,26ea4615f7802ffa89e1e957ff9e166dc6093167,2017-09-27T00:43:42-07:00,uglifyjs-webpack-plugin,Add repository info to package.json,False,0,2305,2305,2.4337,2.4337
koajs/koa,0acad8ff37f3c008cace954d693ed30b75f146ee,2f6e8147dbd69039504dd0df28bb2d07fdf2d90e,2025-06-06T13:11:57+01:00,cache-content-type,feat: replace cache-content-type with mime-types directly (#1886),False,0,,,,
koajs/koa,2f6e8147dbd69039504dd0df28bb2d07fdf2d90e,8620ced5887d58eda1bdb18936dd693e64ebec0b,2025-06-05T22:32:10+01:00,debug,feat: replace debug module with pure node:util::debuglog (#1885),False,0,,,,
koajs/koa,757e4ebc5146784ebd00664545c6d37231610a61,b89e19a27509c96d27af722f9951e0d72cb41eb5,2024-06-20T12:26:12+08:00,only,"deps: make ""only"" package inside (#1824)",False,0,,,,
koajs/koa,b747e16d75554203a28e55d87296e81f68b992f5,e9494b5b3e040e4427710649f28b6cfa3b3ae845,2021-08-17T21:37:31-07:00,depd,breaking: remove koa-convert,False,0,,,,
koajs/koa,b747e16d75554203a28e55d87296e81f68b992f5,e9494b5b3e040e4427710649f28b6cfa3b3ae845,2021-08-17T21:37:31-07:00,is-generator-function,breaking: remove koa-convert,False,0,,,,
koajs/koa,b747e16d75554203a28e55d87296e81f68b992f5,e9494b5b3e040e4427710649f28b6cfa3b3ae845,2021-08-17T21:37:31-07:00,koa-convert,breaking: remove koa-convert,False,0,,,,
koajs/koa,faeaff5c149a81a188ab8e5af0b994029e45acbb,f7c732fd06f724505e9090add4d977e667da55a8,2020-05-16T16:40:34+08:00,error-inject,fox: remove `error-inject` and fix error handling (#1409),False,0,,,,
koajs/koa,be7d334778481639294cdf87f5c359a230aeb65b,f155785e2bb42b5ddf0a8156401c6dafdf57ba8b,2019-10-15T23:41:11+08:00,koa-is-json,chore: removes code duplication at handling HEAD method (#1400),False,0,,,,
koajs/koa,d1d65dd29d7bbaf9ea42eaa5fcb0da3fb4df98e9,2c86b10feafd868ebd071dda3a222e6f51972b5d,2019-08-10T23:40:27+08:00,egg-bin,"chore(deps): install egg-bin, mm as devDeps not deps (#1366)",False,0,,,,
koajs/koa,d1d65dd29d7bbaf9ea42eaa5fcb0da3fb4df98e9,2c86b10feafd868ebd071dda3a222e6f51972b5d,2019-08-10T23:40:27+08:00,mm,"chore(deps): install egg-bin, mm as devDeps not deps (#1366)",False,0,,,,
koajs/koa,c6b8782553e916ee582081263486c58458318537,162a5b3e78bf0838cee67119804f066d6e38bf02,2018-07-11T17:49:25+08:00,mime-types,perf: cache content type's result (#1218),False,0,,,,
koajs/koa,51b51331ba08b3cb58bbc88c37b82fcf17de2766,a6547bcbceed91af78a95ab8b11dd31f21566b4e,2015-11-06T09:37:35-08:00,babel-core,us eslint-plugin-babel for better listing,False,0,,,,
koajs/koa,51b51331ba08b3cb58bbc88c37b82fcf17de2766,a6547bcbceed91af78a95ab8b11dd31f21566b4e,2015-11-06T09:37:35-08:00,babel-preset-stage-3,us eslint-plugin-babel for better listing,False,0,,,,
koajs/koa,ebb4850709682551ce4ad6fc5fa90e7c0ec50939,ded7a171403f2b401988f30094c82e13300f0cf4,2015-10-27T16:24:25-07:00,co,Remove co dependency,False,0,,,,
koajs/koa,2e8cdab8bc5c4b59d53aea407635c9a11a6cba69,16db0f60c495653cedb3825d2f39410d60739f82,2015-10-22T16:34:59-07:00,composition,support async functions,False,0,,,,
koajs/koa,04e60b374cdb40d7951eb5e5bf040795e8c01839,b7212736828828474788edb49fa29a85d622bc12,2015-03-01T10:34:21-08:00,babel,move babel to dev deps,False,0,,,,
koajs/koa,9dd99f5da20dc14474440b12dd48867f7d3532f5,089bc45e90d7f9f62450b73c3c71bedb72c894ba,2015-02-07T21:24:04-05:00,media-typer,"Parse Content-Type with ""content-type"" instead of ""media-typer""",False,0,,,,
koajs/koa,9455726c00b2077036c1b3f02dbd67376c41b909,920909c5464376e7713931634b52d90ea149f7cc,2014-08-16T02:58:06-07:00,finished,finished -> on-finished,False,0,4490,4481,1.3311,1.3322
koajs/koa,920909c5464376e7713931634b52d90ea149f7cc,933d3e90da55361853b798287a7d3d00a1ea8f49,2014-08-14T23:34:25-07:00,dethroy,dethroy -> destroy,False,0,4490,4490,1.3311,1.3311
koajs/koa,008f0554c609401ff2ec83005fff4e7160e50324,c7f2d24851da406e42919a7c596d169d35dd90bb,2014-06-03T21:44:25-07:00,set-type,set-type -> mime-types,False,0,3980,3980,1.3676,1.3676
koajs/koa,5e3d7f0aa07315e0a3d8e8529ecb835503c0a302,952dca336d9a495d0ce72b0c099b8de6ede052ed,2014-04-28T20:13:31-07:00,mime,remove mime dependency,False,0,3915,3915,1.3545,1.3545
koajs/koa,163e59c0d590dd7d26b0f506cab210445206de27,0cacc5706af8503602c3e5b2e4afb0c6db75a400,2014-04-27T01:53:07-07:00,mime-extended,refactor to use set-type,False,0,3915,3915,1.3545,1.3545
koajs/koa,c5655e093a974d01058736d9ee448d9fd551a7d2,5cdae4445a20566992399ccd7a88cf87a4a5da7b,2014-01-31T13:52:27-08:00,keygrip,bump cookies to 0.4.0,False,0,3563,3562,1.3834,1.3857
koajs/koa,ea1a631bb1a8c20571713f9ebef1213c148602d3,794f08faaae02e45d1443b4b1d3879851bd32dce,2014-01-16T22:33:02-08:00,on-socket-error,bump finished and mocha,False,0,3489,3489,1.3867,1.3867
koajs/koa,7fe4133b4af158daf51d1eddf5ba91b621a44847,3891e1787b44ae6f733123dd336375309c92b93e,2013-12-27T18:56:02-08:00,negotiator,refactor: move content negotiation to accepts,False,0,4348,4317,1.459,1.4271
koajs/koa,9e699228593730591898705089277c766a527921,41f6108bba426f996198c5f9cd57bf41d6a490e5,2013-08-27T14:49:11-07:00,qs,"replace ""qs"" with native ""querystring"" for now",False,0,2539,2539,1.4182,1.4182
alvarotrigo/fullPage.js,6f893101b1d244f2e25fdadea0e42fa5b9f9552e,d68bc3004240d0d0d85b7d180a74225ea6b21126,2018-10-10T00:44:59+02:00,jquery,- Improved: removed jQuery dependency in package.json,False,0,19281,19281,2.8959,2.8959
alvarotrigo/fullPage.js,2fceec53474ace45ab53056ab079c337f7fd9009,bd1bc752c4520508f6be646b6889b0c34a30d17f,2018-07-26T13:01:12+02:00,browserify,- Removing browserify & web pack examples,False,0,26055,15099,3.3286,2.8419
alvarotrigo/fullPage.js,2fceec53474ace45ab53056ab079c337f7fd9009,bd1bc752c4520508f6be646b6889b0c34a30d17f,2018-07-26T13:01:12+02:00,jquery,- Removing browserify & web pack examples,False,0,26055,15099,3.3286,2.8419
alvarotrigo/fullPage.js,2fceec53474ace45ab53056ab079c337f7fd9009,bd1bc752c4520508f6be646b6889b0c34a30d17f,2018-07-26T13:01:12+02:00,fullpage.js,- Removing browserify & web pack examples,False,0,26055,15099,3.3286,2.8419
alvarotrigo/fullPage.js,58bed77a3964c8cb955e1b3f3fc0e3e19af7d3f8,27f4f8ec22435ce01e73de7ee75395b5d42e9698,2018-06-21T19:25:52+02:00,jquery,"- Updating gulp, package and bower files",False,0,13940,13943,2.9304,2.9304
alvarotrigo/fullPage.js,97788da7bb20a4a4e68f2307b3e33d8ae9e452c8,b3e3e3e53e5c4673b36747efb17120c2e2a876d7,2016-12-19T17:12:55+00:00,jquery,- Updated version and dist files,False,0,8936,8937,3.3136,3.3151
jondot/awesome-react-native,b3bd04920d12c2c7a59caa212a75e3f7d3caf749,7aa428daddc10798b3040bcd118f7a64e8d79d02,2018-11-03T18:53:35+02:00,doctoc,move to celeste for repo maintenance,False,0,,16,,
jondot/awesome-react-native,b3bd04920d12c2c7a59caa212a75e3f7d3caf749,7aa428daddc10798b3040bcd118f7a64e8d79d02,2018-11-03T18:53:35+02:00,remark,move to celeste for repo maintenance,False,0,,16,,
jondot/awesome-react-native,b3bd04920d12c2c7a59caa212a75e3f7d3caf749,7aa428daddc10798b3040bcd118f7a64e8d79d02,2018-11-03T18:53:35+02:00,remark-cli,move to celeste for repo maintenance,False,0,,16,,
jondot/awesome-react-native,b3bd04920d12c2c7a59caa212a75e3f7d3caf749,7aa428daddc10798b3040bcd118f7a64e8d79d02,2018-11-03T18:53:35+02:00,remark-parse,move to celeste for repo maintenance,False,0,,16,,
jondot/awesome-react-native,b3bd04920d12c2c7a59caa212a75e3f7d3caf749,7aa428daddc10798b3040bcd118f7a64e8d79d02,2018-11-03T18:53:35+02:00,remark-preset-lint-recommended,move to celeste for repo maintenance,False,0,,16,,
jondot/awesome-react-native,b3bd04920d12c2c7a59caa212a75e3f7d3caf749,7aa428daddc10798b3040bcd118f7a64e8d79d02,2018-11-03T18:53:35+02:00,remark-stringify,move to celeste for repo maintenance,False,0,,16,,
jondot/awesome-react-native,b3bd04920d12c2c7a59caa212a75e3f7d3caf749,7aa428daddc10798b3040bcd118f7a64e8d79d02,2018-11-03T18:53:35+02:00,remark-toc,move to celeste for repo maintenance,False,0,,16,,
jondot/awesome-react-native,b3bd04920d12c2c7a59caa212a75e3f7d3caf749,7aa428daddc10798b3040bcd118f7a64e8d79d02,2018-11-03T18:53:35+02:00,unified,move to celeste for repo maintenance,False,0,,16,,
jondot/awesome-react-native,b3bd04920d12c2c7a59caa212a75e3f7d3caf749,7aa428daddc10798b3040bcd118f7a64e8d79d02,2018-11-03T18:53:35+02:00,unified-stream,move to celeste for repo maintenance,False,0,,16,,
sahat/hackathon-starter,3403a88d7f30793dc209bd916df89a2ef7f231ad,2d07f4f400cfb03f23211c344f5414a14e309112,2025-10-21T12:40:50-07:00,express-flash,fix: replace express-flash with our own middleware (#1461),False,0,8807,8983,2.7865,2.7578
sahat/hackathon-starter,baf56493f53b6ad80c302d4d39d11fe31aa8263a,b7ba5203b58fe1a9a978ef53d6455d79e026cc29,2025-10-13T23:29:48-07:00,@naandalist/patch-package,chore: upgrade patch-package,False,0,8305,8305,2.8281,2.8281
sahat/hackathon-starter,c59e9f048a8c7f3cf7667acc8911506d35a0862f,7b9c178a05be72f88295c64bdc11423f9b481645,2025-04-20T15:22:15-07:00,lodash,chore: remove lodash dependency (#1349),False,0,5324,5329,2.5893,2.5931
sahat/hackathon-starter,583fefdc18fb403ba58732b853f9006678fcd3ea,a2aa276b2772b489b695a16c8803c49af3eeb3ec,2025-04-11T15:04:55-07:00,axios,Migrate from axios to Nodejs's builtin fetch,False,0,3844,3950,2.2517,2.424
sahat/hackathon-starter,48963dc95a339d515945628ba477224b29aa61be,ca1fee84208240ea69e6264eb4af8578e82cba9d,2025-04-02T23:07:51-07:00,body-parser,Express 5 upgrade; update dependencies,False,0,3293,3293,2.3387,2.3508
sahat/hackathon-starter,e42d0f59dbfdb639aca6c9915c0a69f7c25e7eee,ed7f82d8f80426ab7eb267fb15601668bec993a8,2025-02-01T09:44:18-08:00,@ladjs/bootstrap-social,"Security and integration enhancements, dependency upgrades, bug fixes",False,0,2705,2936,2.1966,2.3429
sahat/hackathon-starter,e42d0f59dbfdb639aca6c9915c0a69f7c25e7eee,ed7f82d8f80426ab7eb267fb15601668bec993a8,2025-02-01T09:44:18-08:00,passport-linkedin-oauth2,"Security and integration enhancements, dependency upgrades, bug fixes",False,0,2705,2936,2.1966,2.3429
sahat/hackathon-starter,e42d0f59dbfdb639aca6c9915c0a69f7c25e7eee,ed7f82d8f80426ab7eb267fb15601668bec993a8,2025-02-01T09:44:18-08:00,passport-snapchat,"Security and integration enhancements, dependency upgrades, bug fixes",False,0,2705,2936,2.1966,2.3429
sahat/hackathon-starter,e42d0f59dbfdb639aca6c9915c0a69f7c25e7eee,ed7f82d8f80426ab7eb267fb15601668bec993a8,2025-02-01T09:44:18-08:00,patch-package,"Security and integration enhancements, dependency upgrades, bug fixes",False,0,2705,2936,2.1966,2.3429
sahat/hackathon-starter,e42d0f59dbfdb639aca6c9915c0a69f7c25e7eee,ed7f82d8f80426ab7eb267fb15601668bec993a8,2025-02-01T09:44:18-08:00,paypal-rest-sdk,"Security and integration enhancements, dependency upgrades, bug fixes",False,0,2705,2936,2.1966,2.3429
sahat/hackathon-starter,1e08c8b8a0010a1487a01a51bd6a677a9f10ff02,68dc9192ef83a281056600d65157d5daeb136188,2023-07-28T08:26:43-07:00,chalk,Update dependencies & remove chalk (unused),False,0,2705,2705,2.1966,2.1966
sahat/hackathon-starter,68dc9192ef83a281056600d65157d5daeb136188,3fbec293a8cfa3124cba921e53b360e649c26459,2023-07-28T06:21:54-07:00,instagram-node,Removing Instagram support,False,0,2781,2705,2.2143,2.1966
sahat/hackathon-starter,68dc9192ef83a281056600d65157d5daeb136188,3fbec293a8cfa3124cba921e53b360e649c26459,2023-07-28T06:21:54-07:00,passport-instagram,Removing Instagram support,False,0,2781,2705,2.2143,2.1966
sahat/hackathon-starter,9774ebd86195a6eb002c8761a68c904eaaa335d1,5d56b81f6f388d99aca90ce4c641f1c44f42fb8a,2023-07-25T16:22:06-07:00,express-handlebars,Updated dependencies and changelog,False,0,2771,2771,2.1975,2.1975
sahat/hackathon-starter,b2a5a7dc630afdb14aadc33c81551d8d5765a4e3,daca13539a510ba89e2cd110f75f3dddc99a4f6f,2023-07-20T11:15:00-07:00,tumblr.js,Remove dependency on tumblr.js,False,0,2800,2803,1.9744,1.9712
sahat/hackathon-starter,daca13539a510ba89e2cd110f75f3dddc99a4f6f,ac7341f0e142733cee908c6f2e4c17a8ea54b157,2023-07-19T22:42:29-07:00,node-sass,Migrate from deprecated node-sass to Dart Sass,False,0,2804,2800,1.9744,1.9744
sahat/hackathon-starter,daca13539a510ba89e2cd110f75f3dddc99a4f6f,ac7341f0e142733cee908c6f2e4c17a8ea54b157,2023-07-19T22:42:29-07:00,node-sass-middleware,Migrate from deprecated node-sass to Dart Sass,False,0,2804,2800,1.9744,1.9744
sahat/hackathon-starter,ac7341f0e142733cee908c6f2e4c17a8ea54b157,d3c3f0bf422bc9cf9a1044581e6ca898e4008013,2023-07-19T13:24:20-07:00,lob,Migrate from lob to @lob/lob-typescript-sdk,False,0,2802,2804,1.9623,1.9744
sahat/hackathon-starter,d3c3f0bf422bc9cf9a1044581e6ca898e4008013,ce6875cef21c24a4ca8516aff8d1c304f71cd789,2023-07-19T10:05:07-07:00,node-quickbooks,Migrate off node-quickbooks,False,0,2784,2802,1.9591,1.9623
sahat/hackathon-starter,b734b033626cbe5e0800a017c55af98df6e0fb53,e26bebe6b3f548f4112b5851343d99efb4d53980,2023-07-18T05:22:54-07:00,passport-twitter,"Remove dependency on passport-twitter, remove twitter-lite and twitter example",False,0,2843,2784,1.9596,1.9591
sahat/hackathon-starter,b734b033626cbe5e0800a017c55af98df6e0fb53,e26bebe6b3f548f4112b5851343d99efb4d53980,2023-07-18T05:22:54-07:00,twitter-lite,"Remove dependency on passport-twitter, remove twitter-lite and twitter example",False,0,2843,2784,1.9596,1.9591
sahat/hackathon-starter,f02e012991cc3487476c4b2d0566ce77a05b1071,68155ef54a0d5863e69b775f12e9b88d6f98bd33,2023-07-17T17:34:56-07:00,passport-twitch-new,Migrate from passport-twitch-new to twitch-passport,False,0,2843,2843,1.9596,1.9596
sahat/hackathon-starter,68155ef54a0d5863e69b775f12e9b88d6f98bd33,0c8048a02c363b971a73be9a616fc08e5e696f04,2023-07-17T16:50:26-07:00,googleapis,Migrate from googleapis npm package to @googleapis/drive and sheets,False,0,2843,2843,1.9596,1.9596
sahat/hackathon-starter,0c8048a02c363b971a73be9a616fc08e5e696f04,67e314595ba5f0c13aeb1f286a55894822e45d16,2023-07-16T05:57:54-07:00,nodemailer-sendgrid,"Remove dependency on nodemailer-sendgrid - Removed dependency on nodemailer-sendgrid. The module is not actively maintained with a vulnerable dependencies.  See https://github.com/sahat/hackathon-starter/issues/1231 .  It is also vendor specific.  This change will move the implementation to use SMTP end-points, which SendGrid provides one as well.  Existing users can use their SendGrid API key as the SMTP password.  Devs can also use other SMTP endpoints such as AWS SES instead of SendGrid by just changing their env values. - Changing the hardcoded from email address to an env variable.",False,0,2852,2843,1.9658,1.9596
sahat/hackathon-starter,638e9813a735e5007dadbcdd54c1fc34d171c962,df2a27dd485c2f6b5e71e98d6cff3920f358b960,2023-07-14T06:27:52-07:00,passport-openid,Migrate off passport-openid,False,0,2855,2853,1.9658,1.9658
sahat/hackathon-starter,a7e02193ac9d6552ea20394f0a3a072262628c5f,e897329f9765618a5c89355cd0caac37cf616866,2023-07-13T08:02:06-07:00,popper.js,Upgrade to popper 2 as v1 has been deprecated,False,0,2853,2853,1.9657,1.9657
sahat/hackathon-starter,d647a074479ad0a64ef7d7d015ac383101639458,53e1ead2b52af28b385ee5ae2b144bca0fd80732,2021-03-28T23:42:08+08:00,bcrypt,Use faster bcrypt implementation,False,0,2843,2843,1.9595,1.9686
sahat/hackathon-starter,d528b3ba9e00c1fd86d0088f8e93dbace5f65c04,afd298e3cf08c0f783fe028a320c6f285a697f61,2021-01-14T06:31:15-08:00,express-status-monitor,Removing Express Status Monitor,False,0,2845,2843,1.9595,1.9595
sahat/hackathon-starter,468d51a8ad98cb05204bdb4901f576fa74b64ac7,a85c6088238d1b06a2d42036f92aca0e4321b88c,2020-10-12T10:23:32-07:00,fbgraph,migration: migrated from fb grap to direct fb graph api (#1094),False,0,2868,2870,1.9568,1.9538
sahat/hackathon-starter,a58a59755a947bbac6ea2faa7add0a89ba468fca,a063a3529c7cfec66ae371add8ce1102f9820ee4,2020-10-12T05:39:58-07:00,twit,Migrate from twit to twitter-lite (#1086),False,0,2865,2868,1.9538,1.9568
sahat/hackathon-starter,fb13587123970889c2b4a53486c8c8d1dd431813,df0ceb0c727ff7a23b52b71015b88266aba96e46,2020-09-18T09:14:27-07:00,clockwork,Remove ClockworkSMS API Example,False,0,2884,2846,1.9392,1.9506
sahat/hackathon-starter,00189b44ebda286d8c1d5611549379fb8af7312c,b677173cbe2f3d6d9a4fae36c82ee29ab71d09fe,2020-02-26T14:46:56-08:00,sinon,Fix sinon being listed as dependency instead of dev dep,False,0,2768,2768,1.9357,1.9357
sahat/hackathon-starter,68b7424629fead05e9f28f6d8bc5d03e67175de9,ee3c8f8045608710242f6b9d42bc286145574b48,2020-02-26T11:41:46-08:00,request,Update dependencies and remove deprecated requestjs,False,0,2765,2765,1.9325,1.9325
sahat/hackathon-starter,af3dafd960402fd93ff0cb2f44885e6d495c1a6b,7cd0e878f26e07dfe88885ce99297940efdcc6fa,2020-02-07T19:07:50-08:00,passport-github,Update dependencies,False,0,2765,2765,1.9325,1.9325
sahat/hackathon-starter,8f79ae169153b414d418756e725579815d9f589e,220293d83f87647404c0b7fc983f461a318c105a,2019-06-27T13:47:18-07:00,express-validator,Remove express-validator in favor of validator.js,False,0,2447,2440,1.8387,1.8889
sahat/hackathon-starter,62ca9d7537b6b02d2b7ca619fed623f8fc276307,163413ff5143c7b68c8c2419aadf5e9eb88d5de7,2019-06-27T08:01:04-07:00,node-linkedin,"Upgrade to login by LinkedIn v2, remove LinkedIn API example",False,0,2468,2447,1.8369,1.8387
sahat/hackathon-starter,454da6261ea8fb14427f183f9c01ab8c6a3c972d,bd6cdfd98fd984e2bc5765ac1429afe594cd3984,2019-03-23T17:35:48-07:00,bcrypt-nodejs,Migrate from bcrypt-nodejs to bcrypt,False,0,2393,2393,1.8523,1.8523
sahat/hackathon-starter,7ba24a7a4527b2de83e2b38d220efec9e82ade40,2c6b766d283349c9bf49fe710fefc808576b8e81,2019-03-07T19:00:13-05:00,@fortawesome/fontawesome-free,add yashar to the contributors list,False,0,2405,2405,1.8496,1.8496
sahat/hackathon-starter,7ba24a7a4527b2de83e2b38d220efec9e82ade40,2c6b766d283349c9bf49fe710fefc808576b8e81,2019-03-07T19:00:13-05:00,@ladjs/bootstrap-social,add yashar to the contributors list,False,0,2405,2405,1.8496,1.8496
sahat/hackathon-starter,7ba24a7a4527b2de83e2b38d220efec9e82ade40,2c6b766d283349c9bf49fe710fefc808576b8e81,2019-03-07T19:00:13-05:00,@octokit/rest,add yashar to the contributors list,False,0,2405,2405,1.8496,1.8496
sahat/hackathon-starter,7ba24a7a4527b2de83e2b38d220efec9e82ade40,2c6b766d283349c9bf49fe710fefc808576b8e81,2019-03-07T19:00:13-05:00,axios,add yashar to the contributors list,False,0,2405,2405,1.8496,1.8496
sahat/hackathon-starter,7ba24a7a4527b2de83e2b38d220efec9e82ade40,2c6b766d283349c9bf49fe710fefc808576b8e81,2019-03-07T19:00:13-05:00,bcrypt-nodejs,add yashar to the contributors list,False,0,2405,2405,1.8496,1.8496
sahat/hackathon-starter,7ba24a7a4527b2de83e2b38d220efec9e82ade40,2c6b766d283349c9bf49fe710fefc808576b8e81,2019-03-07T19:00:13-05:00,body-parser,add yashar to the contributors list,False,0,2405,2405,1.8496,1.8496
sahat/hackathon-starter,7ba24a7a4527b2de83e2b38d220efec9e82ade40,2c6b766d283349c9bf49fe710fefc808576b8e81,2019-03-07T19:00:13-05:00,bootstrap,add yashar to the contributors list,False,0,2405,2405,1.8496,1.8496
sahat/hackathon-starter,7ba24a7a4527b2de83e2b38d220efec9e82ade40,2c6b766d283349c9bf49fe710fefc808576b8e81,2019-03-07T19:00:13-05:00,chalk,add yashar to the contributors list,False,0,2405,2405,1.8496,1.8496
