repo,commit,parent,commit_date,removed_dep,commit_message,native_replacement_evidence,native_migration_score,lines_of_code_before,lines_of_code_after,avg_complexity_before,avg_complexity_after
trekhleb/javascript-algorithms,5ff0b40f7c287e15b87e831a0bd44f75ccf61b88,8d832ca5f27f6d584e833e6d3a4a1fe0b9ae970a,2018-04-27T08:51:48+03:00,npm,Update packages.,False,0,5628,5628,1.9914,1.9914
airbnb/javascript,0681a43e0a0181e8cafd0d3004f967a238411ba2,55899b57a6de826d8d762693d6d4f999d652ae2d,2024-01-04T19:14:38+00:00,object.entries,[eslint config] [*] [refactor] remove `object.entries` dependency,False,0,,,,
airbnb/javascript,fd96a4fd57be26d4d9d2f2d24b373a2df7c23548,81157eec2309449b31f36bf8940493623f2530c6,2022-12-30T14:48:36-08:00,object.assign,[eslint config] [*] [refactor] use object spread instead of `Object.assign`,False,0,,,,
airbnb/javascript,d8cb404da74c302506f91e5928f30cc75109e74d,52e710c14ec0197cfefe131061e1fe41c966f93b,2021-11-11T23:45:40+08:00,semver,[eslint config] [base] remove unneeded eslint version check,False,0,,,,
airbnb/javascript,21b65e943c361f91af5a484460fb2c8d02e2ff92,74deb81d1fa670a5a462f6ada29d9447cf61c7c0,2018-11-20T09:40:02+00:00,eslint-restricted-globals,[eslint config] [base] [deps] Switch to confusing-browser-globals,False,0,,,,
airbnb/javascript,20b6913202bdc9e394b6f9a4475dd9a46b1dc704,cac2d2848d4e1c777231e73478f2eaa23021c888,2015-08-08T17:46:56+03:00,strip-json-comments,Simplify ESLint config package.,False,0,11,220,1.0,5.5
airbnb/javascript,f5cac3cc5c1deae3912cc5f1d04712298a8dff19,2f55be7cc3525d20812918b0c2dc5a59f6504d0c,2015-07-30T14:48:32-07:00,airbnb-style,[eslint] remove most dependencies,False,0,11,11,1.0,1.0
airbnb/javascript,f5cac3cc5c1deae3912cc5f1d04712298a8dff19,2f55be7cc3525d20812918b0c2dc5a59f6504d0c,2015-07-30T14:48:32-07:00,babel-eslint,[eslint] remove most dependencies,False,0,11,11,1.0,1.0
airbnb/javascript,f5cac3cc5c1deae3912cc5f1d04712298a8dff19,2f55be7cc3525d20812918b0c2dc5a59f6504d0c,2015-07-30T14:48:32-07:00,eslint,[eslint] remove most dependencies,False,0,11,11,1.0,1.0
airbnb/javascript,f5cac3cc5c1deae3912cc5f1d04712298a8dff19,2f55be7cc3525d20812918b0c2dc5a59f6504d0c,2015-07-30T14:48:32-07:00,eslint-plugin-react,[eslint] remove most dependencies,False,0,11,11,1.0,1.0
airbnb/javascript,f5cac3cc5c1deae3912cc5f1d04712298a8dff19,2f55be7cc3525d20812918b0c2dc5a59f6504d0c,2015-07-30T14:48:32-07:00,resolve,[eslint] remove most dependencies,False,0,11,11,1.0,1.0
Chalarangelo/30-seconds-of-code,ac39b723d46a42b461af1eec65ce2d31212aea78,71ba2de6444cd348925b1d56291c6bfde33b07f7,2020-12-22T12:39:59+02:00,gatsby-plugin-remove-serviceworker,Remove gatsby-plugin-remove-serviceworker,False,0,,,,
Chalarangelo/30-seconds-of-code,8cb610715b763174611b3e82b0ee4876d3dc07ea,e7f8b7abe6012d03d6f8d77e27f9b51102d2c055,2020-08-19T21:10:08+03:00,sharp,Replace icon-font-generator with custom solution,False,0,,,,
Chalarangelo/30-seconds-of-code,fb14233f4be6b395f81adf801746086d135979f5,fab4b1902e8cd1f133d3208b7b54fe614bd3eebe,2019-08-24T11:56:00+03:00,feather-icons,"Regenerate lock, update Travis, setup GA, cleanup home page on mobile",False,0,2519,2517,1.7357,1.7357
Chalarangelo/30-seconds-of-code,fb14233f4be6b395f81adf801746086d135979f5,fab4b1902e8cd1f133d3208b7b54fe614bd3eebe,2019-08-24T11:56:00+03:00,focus-visible,"Regenerate lock, update Travis, setup GA, cleanup home page on mobile",False,0,2519,2517,1.7357,1.7357
Chalarangelo/30-seconds-of-code,fb14233f4be6b395f81adf801746086d135979f5,fab4b1902e8cd1f133d3208b7b54fe614bd3eebe,2019-08-24T11:56:00+03:00,jump.js,"Regenerate lock, update Travis, setup GA, cleanup home page on mobile",False,0,2519,2517,1.7357,1.7357
Chalarangelo/30-seconds-of-code,56549067cd98a037af48b5b2c10ba00dd85becff,20bad70e6666eee81fd482c9eb7a0c6689e6d9e4,2018-09-14T15:52:45+02:00,markdown-builder,move markdown-builder to devDependencies,False,0,,,,
Chalarangelo/30-seconds-of-code,dddb3bee1b87fff9f65883aef27bf81e9dbaadb0,3658b54d48f1ee0e4be61e750854be66d423eeb7,2018-01-25T12:48:33+01:00,jsdom,"add 1st browser test, fix jsdom to be in devDependencies",False,0,,,,
Chalarangelo/30-seconds-of-code,2292b56e1942028a7289f0540446dcfdddef126a,3e3a7b5df5ea4485e15e863f42e92e03b47b50c4,2018-01-02T16:53:59+02:00,babel-preset-env,Converted dependencies to devDependencies,False,0,,,,
Chalarangelo/30-seconds-of-code,2292b56e1942028a7289f0540446dcfdddef126a,3e3a7b5df5ea4485e15e863f42e92e03b47b50c4,2018-01-02T16:53:59+02:00,chalk,Converted dependencies to devDependencies,False,0,,,,
Chalarangelo/30-seconds-of-code,2292b56e1942028a7289f0540446dcfdddef126a,3e3a7b5df5ea4485e15e863f42e92e03b47b50c4,2018-01-02T16:53:59+02:00,fs-extra,Converted dependencies to devDependencies,False,0,,,,
Chalarangelo/30-seconds-of-code,2292b56e1942028a7289f0540446dcfdddef126a,3e3a7b5df5ea4485e15e863f42e92e03b47b50c4,2018-01-02T16:53:59+02:00,html-minifier,Converted dependencies to devDependencies,False,0,,,,
Chalarangelo/30-seconds-of-code,2292b56e1942028a7289f0540446dcfdddef126a,3e3a7b5df5ea4485e15e863f42e92e03b47b50c4,2018-01-02T16:53:59+02:00,markdown-it,Converted dependencies to devDependencies,False,0,,,,
Chalarangelo/30-seconds-of-code,2292b56e1942028a7289f0540446dcfdddef126a,3e3a7b5df5ea4485e15e863f42e92e03b47b50c4,2018-01-02T16:53:59+02:00,node-sass,Converted dependencies to devDependencies,False,0,,,,
Chalarangelo/30-seconds-of-code,2292b56e1942028a7289f0540446dcfdddef126a,3e3a7b5df5ea4485e15e863f42e92e03b47b50c4,2018-01-02T16:53:59+02:00,prettier,Converted dependencies to devDependencies,False,0,,,,
Chalarangelo/30-seconds-of-code,2292b56e1942028a7289f0540446dcfdddef126a,3e3a7b5df5ea4485e15e863f42e92e03b47b50c4,2018-01-02T16:53:59+02:00,rollup,Converted dependencies to devDependencies,False,0,,,,
Chalarangelo/30-seconds-of-code,2292b56e1942028a7289f0540446dcfdddef126a,3e3a7b5df5ea4485e15e863f42e92e03b47b50c4,2018-01-02T16:53:59+02:00,rollup-plugin-babel,Converted dependencies to devDependencies,False,0,,,,
Chalarangelo/30-seconds-of-code,2292b56e1942028a7289f0540446dcfdddef126a,3e3a7b5df5ea4485e15e863f42e92e03b47b50c4,2018-01-02T16:53:59+02:00,rollup-plugin-babel-minify,Converted dependencies to devDependencies,False,0,,,,
Chalarangelo/30-seconds-of-code,2292b56e1942028a7289f0540446dcfdddef126a,3e3a7b5df5ea4485e15e863f42e92e03b47b50c4,2018-01-02T16:53:59+02:00,semistandard,Converted dependencies to devDependencies,False,0,,,,
Chalarangelo/30-seconds-of-code,2292b56e1942028a7289f0540446dcfdddef126a,3e3a7b5df5ea4485e15e863f42e92e03b47b50c4,2018-01-02T16:53:59+02:00,tape,Converted dependencies to devDependencies,False,0,,,,
Chalarangelo/30-seconds-of-code,0f3f9dd8d2f1df7ceb19c0421d260906bce2beb2,36e6e181c2e8d3db673b65d89bde9104367acc92,2017-12-29T16:09:05+02:00,builder,Cleaned up .travis.yml,False,0,423,423,2.9545,2.9545
Chalarangelo/30-seconds-of-code,0f3f9dd8d2f1df7ceb19c0421d260906bce2beb2,36e6e181c2e8d3db673b65d89bde9104367acc92,2017-12-29T16:09:05+02:00,tagger,Cleaned up .travis.yml,False,0,423,423,2.9545,2.9545
Chalarangelo/30-seconds-of-code,0f3f9dd8d2f1df7ceb19c0421d260906bce2beb2,36e6e181c2e8d3db673b65d89bde9104367acc92,2017-12-29T16:09:05+02:00,webber,Cleaned up .travis.yml,False,0,423,423,2.9545,2.9545
Chalarangelo/30-seconds-of-code,ce8e2c9264466dc5681996d56e7d4cf826898aa8,47935b0eb09078e46c0b72d7a5fabdc348794c99,2017-12-29T16:05:07+02:00,concurrently,Clean up package.json,False,0,423,423,2.9545,2.9545
Chalarangelo/30-seconds-of-code,ce8e2c9264466dc5681996d56e7d4cf826898aa8,47935b0eb09078e46c0b72d7a5fabdc348794c99,2017-12-29T16:05:07+02:00,live-server,Clean up package.json,False,0,423,423,2.9545,2.9545
Chalarangelo/30-seconds-of-code,ce8e2c9264466dc5681996d56e7d4cf826898aa8,47935b0eb09078e46c0b72d7a5fabdc348794c99,2017-12-29T16:05:07+02:00,nodemon,Clean up package.json,False,0,423,423,2.9545,2.9545
open-webui/open-webui,81cefd8541d4582eeae2997f99ab7f788b0ea38a,06c1426e14ac0dfaf723485dbbc9723a4d89aba9,2025-09-12T21:52:46+04:00,svelte-tiptap,chore: bump,False,0,,,,
open-webui/open-webui,da91aba10f15ecb3d9ca2490a09dc6dfc4743716,fce27202d9ac2de16cfd9c076cf52bb783217080,2025-07-17T14:43:42+04:00,@tiptap/extension-character-count,chore: tiptap bump,False,0,,,,
open-webui/open-webui,da91aba10f15ecb3d9ca2490a09dc6dfc4743716,fce27202d9ac2de16cfd9c076cf52bb783217080,2025-07-17T14:43:42+04:00,@tiptap/extension-history,chore: tiptap bump,False,0,,,,
open-webui/open-webui,da91aba10f15ecb3d9ca2490a09dc6dfc4743716,fce27202d9ac2de16cfd9c076cf52bb783217080,2025-07-17T14:43:42+04:00,@tiptap/extension-placeholder,chore: tiptap bump,False,0,,,,
open-webui/open-webui,da91aba10f15ecb3d9ca2490a09dc6dfc4743716,fce27202d9ac2de16cfd9c076cf52bb783217080,2025-07-17T14:43:42+04:00,@tiptap/extension-table-cell,chore: tiptap bump,False,0,,,,
open-webui/open-webui,da91aba10f15ecb3d9ca2490a09dc6dfc4743716,fce27202d9ac2de16cfd9c076cf52bb783217080,2025-07-17T14:43:42+04:00,@tiptap/extension-table-header,chore: tiptap bump,False,0,,,,
open-webui/open-webui,da91aba10f15ecb3d9ca2490a09dc6dfc4743716,fce27202d9ac2de16cfd9c076cf52bb783217080,2025-07-17T14:43:42+04:00,@tiptap/extension-table-row,chore: tiptap bump,False,0,,,,
open-webui/open-webui,da91aba10f15ecb3d9ca2490a09dc6dfc4743716,fce27202d9ac2de16cfd9c076cf52bb783217080,2025-07-17T14:43:42+04:00,@tiptap/extension-task-item,chore: tiptap bump,False,0,,,,
open-webui/open-webui,da91aba10f15ecb3d9ca2490a09dc6dfc4743716,fce27202d9ac2de16cfd9c076cf52bb783217080,2025-07-17T14:43:42+04:00,@tiptap/extension-task-list,chore: tiptap bump,False,0,,,,
open-webui/open-webui,da91aba10f15ecb3d9ca2490a09dc6dfc4743716,fce27202d9ac2de16cfd9c076cf52bb783217080,2025-07-17T14:43:42+04:00,@tiptap/extension-underline,chore: tiptap bump,False,0,,,,
open-webui/open-webui,305435b4ef30317a920e6556afa176f1a80e4bbb,bd2021e8e127f7f35afbf2c10b7afeb7787861b7,2025-05-08T13:22:47+02:00,svelte-focus-trap,use npm package focus-trap instead of npm package focus-trap-svelte,False,0,,,,
open-webui/open-webui,92062ff7225e167adb2c47b92bfb04e0356a5266,623aa08b9ee9fff2611d629db584a6fb89925396,2024-08-16T15:19:47+02:00,marked-katex-extension,refac,False,0,,,,
open-webui/open-webui,781c904c9139664fc3ac3d3fff226f42664c510b,3aa6b0fea916bf13a12aa5757d4c2e41890c710d,2024-05-18T14:30:42+08:00,base-64,"refac: fetch pyodide deps at build time, not checked into git",False,0,7534,6068,1.7545,2.0192
open-webui/open-webui,781c904c9139664fc3ac3d3fff226f42664c510b,3aa6b0fea916bf13a12aa5757d4c2e41890c710d,2024-05-18T14:30:42+08:00,ws,"refac: fetch pyodide deps at build time, not checked into git",False,0,7534,6068,1.7545,2.0192
open-webui/open-webui,01a656cc80f5ae4243c787ac3b6e1f06a97b307b,6dedf9885f27110920a293c2ebfe12d158b34ccf,2024-05-16T20:25:55-10:00,@micropython/micropython-webassembly-pyscript,"feat: numpy, pandas support",False,0,7412,7412,1.7536,1.7536
open-webui/open-webui,85e94cc259173a9b7fcd71c76acb7e2013d5fd07,f0da5b9ea421d19f3198d7c79503d1e8a2f3096d,2024-04-27T19:04:57-04:00,jspdf,chore: removed unused frontend dependency,False,0,5630,5630,2.013,2.013
open-webui/open-webui,705f5aecd761e3675730dc681de81b0eff0ad5eb,5745b9c5db0452f50fe1e045a37dcf0477c3fbeb,2024-03-01T10:18:07+01:00,svelte-french-toast,svelte-sonner migration,False,0,3811,3811,2.1083,2.1083
open-webui/open-webui,3109f4dfac2a60a37df47e0162354c731cce87c3,0de7eda9e1feaac4725a61abefe00dfdb6eb5859,2023-12-18T22:03:19-08:00,http-server,chore: http-server dependency removed,False,0,239,239,2.4,2.4
open-webui/open-webui,ffaa1b17c5551729c0a21c786c4e6b7c55184af6,e93d465fbc53734005bc6303c3ef1b7462542f33,2023-12-14T14:24:56-08:00,hint.css,feat: show verbose info,False,0,203,203,2.7143,2.7143
mrdoob/three.js,73b3f248016fb73f2fe71da8616cdd7e20386f81,f82a77296cb601660ca39ec16b449771f3231f33,2023-01-31T14:40:12+09:00,three,Puppeteer E2E test: Auto-download browser (#25380),False,0,,,,
mrdoob/three.js,8823c82d1d2ed946c1de88e8f9a3d5f91a7929a6,ef59e58d05ed00082b0699882b8788bef33c6937,2017-03-07T20:26:46+01:00,electron,cleanup code electron,False,0,,,,
mrdoob/three.js,704e7210ebd6ffa92c647eb90a551a4ecf811fb5,4a84d64f3ff9be395b59598c5358adb1b94851a5,2016-05-25T09:45:27-07:00,three,"fix root npm publish operating, remove old utils/npm (#8991)",False,0,,,,
axios/axios,167cb8b8e7dbef7acd0be9b05bd50e4af2335291,4f7e3e3a7a9b91579faa328964c3d5fe30e661d7,2022-04-26T09:14:04+02:00,eslint-g,Remove eslint-g package as this seems have been added in error,False,0,13191,13191,1.9827,1.9827
axios/axios,1a32ca0601850dd79d05bbec497c7fd3f6fcc346,0cc22c2f42885448328fb42b008c2611dbcd06c6,2019-11-17T22:53:27-08:00,is-buffer,Remove dependency on is-buffer (#1816),False,0,8184,8200,1.6878,1.6891
axios/axios,e49237ce01cda1a36cd71d0bed636a2dc344dcb9,ffc0237a175b825b28c90dae221af2216309e52f,2015-08-10T19:00:27-06:00,es6-promise,Removing es6-promise dependency,False,0,8928,8919,1.917,1.9156
jaywcjlove/awesome-mac,061f2103e515ae4ea5fb6cc61d4bc09aa6657f9d,28af6bc46ddd87ffade12249dafa2374bc7dd8c4,2018-09-26T16:56:17+08:00,opencollective,Refactor the compiled code.,False,0,,175,,1.25
microsoft/Web-Dev-For-Beginners,6d168288afa95a508e226eff7c7bd6fb5f550b9c,38dbfaf39ebcbca6e50a23c55da204ed96d359cf,2024-08-30T13:20:53+01:00,core-js,upgrading app to vue 3,False,0,3429,3429,2.158,2.1619
microsoft/Web-Dev-For-Beginners,6d168288afa95a508e226eff7c7bd6fb5f550b9c,38dbfaf39ebcbca6e50a23c55da204ed96d359cf,2024-08-30T13:20:53+01:00,vue-i18n,upgrading app to vue 3,False,0,3429,3429,2.158,2.1619
anuraghazra/github-readme-stats,35485384e04f414ef559b4c376233137ca4fa6e5,ba9406e84c4c0a1c9d7aafddfbf5f408cebb170e,2025-10-04T19:02:39+03:00,upgrade,build(deps): remove unused upgrade dependency (#4509),False,0,,,,
anuraghazra/github-readme-stats,104bdd6cc751b3ab2b4f7eaa45b65f3e01aaca01,cae6c45592c8e818d8029f60c234ac13e5d8fa4a,2022-03-15T22:18:43+01:00,prettier,refactor: fix incorrect dependency types (#1648),False,0,,,,
louislam/uptime-kuma,2303302eef59e04ab124274c35a7f39cd89c28e1,43506c1b1df33eef7af297f299b728fda4ec2780,2025-10-09T23:05:39+02:00,node-radius-client,chore(deps): update compression dependencys and vendor the radius dependency (#6168),False,0,,,,
louislam/uptime-kuma,b398c8080ec13f26fd76e9cd5cb081bbab60f520,f65aebffb134701c1b7c12963c95ced991be24a7,2025-10-01T19:20:32+02:00,proxy-agent,fix: Replace proxy-agent due to vm2 vulnerability (#6156),False,0,,,,
louislam/uptime-kuma,953058c6a5047c82a58606e442c6e572e215e3ff,85c67b68663a09a91ca6d34c2ecef1c09b03aed1,2024-06-24T16:20:12+08:00,sqlite3,Drop out the testing repo from apt (#4878),False,0,,,,
louislam/uptime-kuma,83969d21122657e6d85c2819ad43a8b230af521e,dc154437164f6ec1b89b8e9f60e1cecc64709a28,2024-06-24T02:08:39+08:00,axios-ntlm,Update dependencies and embed axios-ntlm 1.3.0 into the project (#4877),False,0,,,,
louislam/uptime-kuma,88b7c047a859d83862f917b876b921ec026fef5a,533af0f56c04f2e11a9d1adbba8af347f35a56a7,2024-05-20T10:42:37+08:00,@louislam/sqlite3,Switch back to `TryGhost/node-sqlite3` from `louislam/node-sqlite3` (#4773),False,0,,,,
louislam/uptime-kuma,a3cdd69995a138a27fac31866e3993b3a44d3c67,d92003e1726f0dfd3f162973d2f29064a6dbf709,2024-04-29T13:58:43-06:00,snmp-native,Use net-snmp instead of snmp-native,False,0,,,,
louislam/uptime-kuma,530c8e5328dd0cd3f75f3bee006887e4b4a775fd,97ed0a96d8d57f4e34d3f9130e8cd9c1f8cf9e2a,2023-12-11T02:01:56+08:00,cacheable-lookup,Drop cacheable-lookup (#4178),False,0,,,,
louislam/uptime-kuma,771ca093311da70e807462c8077fca963a14cedc,3cb287a40e85927e05d265006b4ebb5c35f056b2,2023-05-25T13:41:35+08:00,whatwg-url,npm update (mainly for socket.io),False,0,,,,
louislam/uptime-kuma,a27386bb92ea7fd3022838d0080431e2477dc29f,f2c294e9e5d7e2bd8bcd4f7dd50459e89be26999,2023-05-13T00:59:58+08:00,bree,Fix: Use croner for clear-old-data,False,0,,,,
louislam/uptime-kuma,a8f0f1d872b359e53efada97ab8f9e84a72b8cad,f82d7b40076f5de15f1cc7e3538b53e988ff7e93,2023-02-01T15:51:33+08:00,dompurify,Merge manually and remove to devDependencies,False,0,,,,
louislam/uptime-kuma,a8f0f1d872b359e53efada97ab8f9e84a72b8cad,f82d7b40076f5de15f1cc7e3538b53e988ff7e93,2023-02-01T15:51:33+08:00,marked,Merge manually and remove to devDependencies,False,0,,,,
louislam/uptime-kuma,d9f12a6376804e269fcf0d665859f090d0b5575f,cc4ed308b05a335cdc225f35f28e0eee1af3653a,2023-01-12T01:05:16+08:00,ping,Fallback to `/bin/ping` if `ping` is not found,False,0,,,,
louislam/uptime-kuma,68875c3091aa2c32953365a2b4bcb4b0a157be89,f35d7c0a1a3f2adc2c6751fbc8856b638c301f72,2022-09-13T22:22:01+08:00,@fortawesome/fontawesome-svg-core,Fix merging issue,False,0,,,,
louislam/uptime-kuma,68875c3091aa2c32953365a2b4bcb4b0a157be89,f35d7c0a1a3f2adc2c6751fbc8856b638c301f72,2022-09-13T22:22:01+08:00,@fortawesome/free-regular-svg-icons,Fix merging issue,False,0,,,,
louislam/uptime-kuma,68875c3091aa2c32953365a2b4bcb4b0a157be89,f35d7c0a1a3f2adc2c6751fbc8856b638c301f72,2022-09-13T22:22:01+08:00,@fortawesome/free-solid-svg-icons,Fix merging issue,False,0,,,,
louislam/uptime-kuma,68875c3091aa2c32953365a2b4bcb4b0a157be89,f35d7c0a1a3f2adc2c6751fbc8856b638c301f72,2022-09-13T22:22:01+08:00,@fortawesome/vue-fontawesome,Fix merging issue,False,0,,,,
louislam/uptime-kuma,68875c3091aa2c32953365a2b4bcb4b0a157be89,f35d7c0a1a3f2adc2c6751fbc8856b638c301f72,2022-09-13T22:22:01+08:00,qrcode,Fix merging issue,False,0,,,,
louislam/uptime-kuma,2232236a7ada728c7547f96251b30c31d0a91579,dcecd10c88b8f9606e213254c40e135be9ddf978,2022-08-03T13:39:31+07:00,grpc-health-check,[empty commit] pull request for add gRPC protocol,False,0,,,,
louislam/uptime-kuma,624678826d8b1b2346dc51ac4e7cf01b98e014bb,e8c380759463862b4403b82fca14b734e9f44cbf,2022-07-04T03:59:20+08:00,@popperjs/core,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,@fortawesome/fontawesome-svg-core,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,@fortawesome/free-regular-svg-icons,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,@fortawesome/free-solid-svg-icons,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,@fortawesome/vue-fontawesome,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,bootstrap,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,chart.js,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,chartjs-adapter-dayjs,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,favico.js,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,postcss-rtlcss,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,postcss-scss,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,prismjs,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,qrcode,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,timezones-list,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,v-pagination-3,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,vue,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,vue-chart-3,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,vue-confirm-dialog,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,vue-contenteditable,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,vue-i18n,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,vue-image-crop-upload,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,vue-multiselect,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,vue-prism-editor,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,vue-qrcode,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,vue-router,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,vue-toastification,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,e8c380759463862b4403b82fca14b734e9f44cbf,4d8e7554009d0d80ac65e5b16e9e8ba036b3bd18,2022-07-04T03:54:56+08:00,vuedraggable,"Move all frontend dependencies to devDependencies, as it is not used in the production environment",False,0,,,,
louislam/uptime-kuma,1f5466a3e84575d8fff8aec42b8b602123dfa8c4,d5da5af174644121d3d9df90e4945a32ba79eaaa,2022-06-23T15:54:33+08:00,axios-cached-dns-resolve,Revert #1598,False,0,,,,
louislam/uptime-kuma,1f5466a3e84575d8fff8aec42b8b602123dfa8c4,d5da5af174644121d3d9df90e4945a32ba79eaaa,2022-06-23T15:54:33+08:00,esm-wallaby,Revert #1598,False,0,,,,
louislam/uptime-kuma,cbfecab850a6bfbbaea3a71c60a17457874517ac,25cc54bf72f2c7ead8d7e45814e145c4d26acdcf,2022-05-04T15:45:18+09:30,esm,switch to the more-up-to-date esm-wallaby,False,0,,,,
